vwap_window,z_window,z_threshold,rsi_long,rsi_short,volume_multiple,atr_stop,max_hold,markov_gate,train_trades,test_trades,test_sharpe,test_net_return,test_max_drawdown,test_win_rate,train_sharpe,gate
180,240,1.5,30,70,1.2,1.2,10,off,12,7,-13.938047,-0.009228,-0.010785,0.2857,-13.284187,no_go
180,360,1.5,30,70,1.2,1.2,10,off,12,7,-13.938047,-0.009228,-0.010785,0.2857,-13.63128,no_go
90,240,1.5,30,70,1.2,1.2,10,off,10,7,-13.945923,-0.009237,-0.010794,0.2857,-14.745524,no_go
180,360,1.5,40,75,1.0,0.8,20,off,61,27,-13.949964,-0.017871,-0.023854,0.3333,-34.73213,no_go
60,360,2.0,35,65,1.2,0.8,10,off,19,13,-13.9784,-0.010397,-0.012292,0.3846,-24.391661,no_go
120,240,1.5,40,75,1.0,1.2,20,off,72,28,-13.990582,-0.019034,-0.024591,0.3214,-37.324194,no_go
120,240,1.5,40,65,1.0,0.8,20,off,86,42,-14.003058,-0.023975,-0.030133,0.2857,-43.340834,no_go
120,360,1.5,40,65,1.2,1.2,20,off,75,33,-14.045763,-0.023066,-0.027926,0.3333,-35.967726,no_go
180,120,2.0,35,65,1.0,0.8,20,off,36,28,-14.047772,-0.020518,-0.024484,0.25,-24.552201,no_go
120,120,2.0,40,65,1.2,1.2,20,off,36,21,-14.059972,-0.018526,-0.020802,0.2381,-29.853311,no_go
60,120,1.5,35,65,1.0,0.8,10,off,36,26,-14.069257,-0.017272,-0.017483,0.2692,-27.027394,no_go
180,120,1.5,35,70,1.0,1.2,10,off,48,23,-14.088255,-0.016689,-0.020968,0.3043,-28.672939,no_go
180,120,2.0,40,65,1.0,1.2,20,off,50,30,-14.093267,-0.022406,-0.027026,0.3,-30.608217,no_go
60,360,2.5,40,65,1.2,1.2,10,off,5,11,-14.121832,-0.012493,-0.013745,0.3636,-7.310939,no_go
120,120,1.5,30,65,1.0,0.8,20,off,24,20,-14.140789,-0.016359,-0.017424,0.25,-18.326431,no_go
180,120,2.0,40,70,1.2,0.8,20,off,44,22,-14.156016,-0.016975,-0.022737,0.2727,-27.559593,no_go
180,240,2.5,30,65,1.2,1.2,10,off,7,7,-14.159295,-0.009562,-0.011118,0.2857,-13.49977,no_go
60,120,1.5,35,75,1.2,1.2,10,off,27,11,-14.169274,-0.008583,-0.008583,0.2727,-23.511849,no_go
60,360,2.0,35,65,1.2,1.2,10,off,18,13,-14.201577,-0.012432,-0.014034,0.3846,-23.126395,no_go
60,120,1.5,40,70,1.0,1.2,20,off,53,29,-14.205317,-0.023634,-0.031223,0.2759,-34.51161,no_go
90,360,2.0,40,65,1.2,1.2,10,off,31,18,-14.221573,-0.015698,-0.019273,0.3889,-22.246525,no_go
120,360,2.0,30,65,1.2,1.2,10,off,11,7,-14.237062,-0.009661,-0.011217,0.2857,-13.518641,no_go
90,360,2.5,30,65,1.2,1.2,10,off,3,6,-14.244217,-0.010466,-0.010466,0.3333,-9.804033,no_go
60,120,2.0,30,65,1.2,1.2,10,off,6,7,-14.25545,-0.010992,-0.010992,0.2857,-10.443198,no_go
120,120,1.5,30,65,1.0,1.2,20,off,24,19,-14.273112,-0.017692,-0.017692,0.2632,-19.244906,no_go
60,240,2.0,30,65,1.2,1.2,10,off,6,9,-14.273959,-0.011216,-0.011216,0.3333,-11.739852,no_go
120,360,2.0,40,65,1.2,1.2,10,off,40,17,-14.286452,-0.014137,-0.014137,0.4118,-21.957974,no_go
90,360,2.5,40,65,1.2,0.8,10,off,7,11,-14.290647,-0.010237,-0.010237,0.3636,-14.015857,no_go
180,120,1.5,40,70,1.0,1.2,20,off,90,39,-14.302739,-0.023522,-0.031367,0.3333,-35.497039,no_go
90,360,2.5,35,65,1.2,0.8,10,off,6,9,-14.307662,-0.009496,-0.009496,0.3333,-13.554952,no_go
180,120,2.0,40,70,1.0,1.2,10,off,45,23,-14.308853,-0.017052,-0.020431,0.3043,-29.700395,no_go
120,120,2.0,30,65,1.2,0.8,20,off,8,12,-14.316547,-0.012267,-0.01255,0.25,-12.264206,no_go
180,360,2.5,30,65,1.2,1.2,10,off,8,7,-14.318701,-0.00977,-0.011325,0.2857,-9.691654,no_go
180,120,2.5,30,65,1.0,1.2,20,off,6,7,-14.32561,-0.010688,-0.013578,0.1429,-9.447442,no_go
180,120,2.5,30,65,1.2,1.2,20,off,6,7,-14.32561,-0.010688,-0.013578,0.1429,-9.447442,no_go
180,240,2.0,35,70,1.2,1.2,10,off,28,16,-14.327441,-0.011895,-0.011895,0.375,-21.573971,no_go
120,360,1.5,40,75,1.0,0.8,20,off,66,26,-14.328289,-0.017779,-0.023536,0.2692,-36.012322,no_go
90,240,2.0,30,65,1.2,1.2,10,off,11,9,-14.341266,-0.011305,-0.011305,0.3333,-13.902422,no_go
120,240,2.0,30,65,1.2,1.2,10,off,11,9,-14.341266,-0.011305,-0.011305,0.3333,-12.505805,no_go
120,360,2.5,35,65,1.2,0.8,10,off,14,9,-14.352473,-0.009584,-0.009584,0.3333,-19.384981,no_go
120,360,2.5,40,65,1.2,0.8,10,off,17,9,-14.352473,-0.009584,-0.009584,0.3333,-18.712095,no_go
60,360,1.5,35,65,1.2,1.2,10,off,41,17,-14.382912,-0.014764,-0.017522,0.3529,-22.323347,no_go
120,240,2.0,40,70,1.2,1.2,10,off,39,17,-14.38828,-0.0134,-0.0134,0.4118,-22.682764,no_go
90,240,1.5,40,65,1.2,1.2,20,off,77,31,-14.395247,-0.02346,-0.02644,0.3548,-38.137161,no_go
120,240,1.5,30,65,1.2,1.2,10,off,19,13,-14.405557,-0.01379,-0.01379,0.3077,-16.514631,no_go
120,120,2.5,35,65,1.0,0.8,10,off,6,5,-14.479635,-0.008347,-0.009906,0.2,-11.983147,no_go
120,120,2.5,35,65,1.2,0.8,10,off,6,5,-14.479635,-0.008347,-0.009906,0.2,-11.983147,no_go
120,120,2.5,40,65,1.0,0.8,10,off,9,5,-14.479635,-0.008347,-0.009906,0.2,-15.785388,no_go
120,120,2.5,40,65,1.2,0.8,10,off,8,5,-14.479635,-0.008347,-0.009906,0.2,-14.558433,no_go
180,240,1.5,40,70,1.0,0.8,20,off,81,37,-14.481365,-0.022265,-0.028397,0.2973,-39.404604,no_go
60,240,2.0,30,65,1.2,0.8,10,off,6,9,-14.4918,-0.009703,-0.009703,0.3333,-11.954772,no_go
90,360,2.0,40,65,1.2,0.8,10,off,32,19,-14.495228,-0.014163,-0.017744,0.3684,-23.151902,no_go
90,120,1.5,35,70,1.0,1.2,10,off,43,21,-14.505421,-0.01725,-0.021527,0.2857,-29.676399,no_go
60,120,1.5,35,75,1.0,1.2,10,off,27,12,-14.572683,-0.008834,-0.008834,0.25,-23.511849,no_go
120,240,2.0,40,70,1.2,0.8,10,off,40,17,-14.636749,-0.011845,-0.011845,0.4118,-24.791098,no_go
180,120,1.5,35,65,1.0,0.8,20,off,63,32,-14.638929,-0.022045,-0.026004,0.25,-32.581752,no_go
180,240,2.5,40,75,1.0,0.8,10,off,13,11,-14.663943,-0.009289,-0.009289,0.3636,-13.46366,no_go
90,360,1.5,40,65,1.0,1.2,10,off,76,27,-14.679249,-0.020786,-0.022288,0.3704,-34.966754,no_go
90,240,2.0,40,70,1.2,0.8,10,off,34,13,-14.737282,-0.011033,-0.011033,0.3846,-25.217053,no_go
90,360,2.0,40,70,1.2,0.8,10,off,29,13,-14.737282,-0.011033,-0.011033,0.3846,-22.465255,no_go
60,120,2.0,40,65,1.0,0.8,10,off,21,15,-14.771802,-0.016964,-0.020681,0.2,-21.712102,no_go
90,240,1.5,35,65,1.0,0.8,10,off,48,27,-14.783828,-0.018402,-0.020244,0.2963,-30.244727,no_go
120,120,2.5,35,65,1.0,1.2,10,off,6,5,-14.785681,-0.010244,-0.011799,0.2,-12.037828,no_go
120,120,2.5,35,65,1.2,1.2,10,off,6,5,-14.785681,-0.010244,-0.011799,0.2,-12.037828,no_go
120,120,2.5,40,65,1.0,1.2,10,off,9,5,-14.785681,-0.010244,-0.011799,0.2,-15.659371,no_go
120,120,2.5,40,65,1.2,1.2,10,off,8,5,-14.785681,-0.010244,-0.011799,0.2,-14.420893,no_go
180,240,2.0,40,65,1.2,1.2,20,off,53,29,-14.820086,-0.022319,-0.024587,0.3448,-32.402808,no_go
60,120,1.5,30,70,1.2,0.8,10,off,9,7,-14.823249,-0.008374,-0.009932,0.2857,-11.865547,no_go
180,360,1.5,40,65,1.2,0.8,20,off,70,37,-14.828305,-0.022746,-0.029131,0.3243,-36.76045,no_go
180,120,1.5,30,65,1.0,1.2,10,off,28,16,-14.831157,-0.017428,-0.019395,0.25,-21.180192,no_go
180,120,2.5,30,65,1.0,0.8,20,off,6,7,-14.832327,-0.009894,-0.012786,0.1429,-8.894855,no_go
180,120,2.5,30,65,1.2,0.8,20,off,6,7,-14.832327,-0.009894,-0.012786,0.1429,-8.894855,no_go
180,240,1.5,35,65,1.0,0.8,10,off,56,28,-14.843101,-0.018346,-0.018346,0.2857,-30.701364,no_go
180,120,1.5,35,70,1.0,0.8,10,off,49,23,-14.844401,-0.01599,-0.016591,0.2609,-30.686988,no_go
90,240,2.0,40,70,1.2,1.2,10,off,33,13,-14.871608,-0.013223,-0.013223,0.3846,-24.165014,no_go
90,360,2.0,40,70,1.2,1.2,10,off,28,13,-14.871608,-0.013223,-0.013223,0.3846,-21.494318,no_go
60,360,2.0,40,75,1.2,0.8,10,off,22,10,-14.872378,-0.009144,-0.009144,0.3,-20.082004,no_go
180,240,1.5,40,65,1.0,1.2,20,off,92,43,-14.874151,-0.026869,-0.029943,0.3256,-38.300882,no_go
120,360,1.5,40,70,1.2,0.8,20,off,68,29,-14.910182,-0.019616,-0.025363,0.2759,-37.026276,no_go
180,120,1.5,35,65,1.0,1.2,20,off,62,31,-14.911171,-0.024255,-0.029254,0.2903,-30.33049,no_go
180,240,2.0,40,70,1.0,0.8,10,off,49,26,-14.933525,-0.017192,-0.017792,0.3462,-29.982534,no_go
120,240,1.5,35,65,1.0,0.8,10,off,51,27,-14.954604,-0.018622,-0.018791,0.2963,-31.059264,no_go
120,240,1.5,30,70,1.2,0.8,10,off,12,7,-14.962517,-0.008541,-0.010099,0.2857,-14.750515,no_go
180,120,1.5,30,70,1.2,0.8,10,off,14,7,-14.962517,-0.008541,-0.010099,0.2857,-13.866554,no_go
180,240,1.5,30,70,1.2,0.8,10,off,12,7,-14.962517,-0.008541,-0.010099,0.2857,-13.120141,no_go
180,360,1.5,30,70,1.2,0.8,10,off,12,7,-14.962517,-0.008541,-0.010099,0.2857,-13.547137,no_go
90,240,1.5,30,70,1.2,0.8,10,off,10,7,-14.968132,-0.008547,-0.010105,0.2857,-14.966113,no_go
120,120,1.5,35,65,1.0,0.8,20,off,57,34,-14.972492,-0.02253,-0.025692,0.2647,-32.565937,no_go
180,360,2.5,40,65,1.2,1.2,10,off,27,13,-14.981241,-0.012996,-0.013334,0.3846,-17.405413,no_go
60,360,1.5,40,65,1.0,1.2,10,off,63,25,-15.013298,-0.020757,-0.022259,0.32,-29.849568,no_go
180,120,2.5,35,65,1.0,1.2,20,off,12,8,-15.030005,-0.011246,-0.014134,0.125,-12.917827,no_go
180,120,2.5,35,65,1.2,1.2,20,off,12,8,-15.030005,-0.011246,-0.014134,0.125,-12.917827,no_go
180,120,2.5,40,65,1.0,1.2,20,off,13,8,-15.030005,-0.011246,-0.014134,0.125,-14.110213,no_go
180,120,2.5,40,65,1.2,1.2,20,off,13,8,-15.030005,-0.011246,-0.014134,0.125,-14.110213,no_go
90,120,1.5,35,70,1.0,0.8,10,off,43,21,-15.032399,-0.016169,-0.01677,0.2381,-30.114314,no_go
60,120,2.0,40,75,1.2,1.2,20,off,11,7,-15.073239,-0.011186,-0.014074,0.1429,-16.169888,no_go
120,120,2.0,35,65,1.0,1.2,10,off,23,20,-15.0815,-0.018394,-0.018394,0.25,-24.530316,no_go
180,240,2.5,30,65,1.2,0.8,10,off,7,7,-15.124349,-0.008764,-0.010321,0.2857,-13.765553,no_go
60,360,1.5,35,65,1.2,0.8,10,off,42,18,-15.132105,-0.013991,-0.017336,0.3333,-23.572077,no_go
180,240,1.5,40,75,1.2,1.2,20,off,73,28,-15.138206,-0.020119,-0.026835,0.3214,-35.886619,no_go
180,120,1.5,30,65,1.0,0.8,10,off,28,17,-15.156357,-0.016586,-0.018205,0.2353,-21.050649,no_go
180,360,2.5,35,65,1.2,1.2,10,off,19,10,-15.23845,-0.011447,-0.011785,0.3,-18.387102,no_go
120,240,1.5,40,75,1.2,0.8,20,off,75,27,-15.246494,-0.018934,-0.024684,0.2593,-40.942878,no_go
60,240,2.0,40,75,1.0,0.8,10,off,16,10,-15.251477,-0.009895,-0.011878,0.3,-17.91147,no_go
120,120,1.5,35,70,1.0,1.2,10,off,45,23,-15.274419,-0.018334,-0.022606,0.3043,-28.414184,no_go
180,360,1.5,30,65,1.2,1.2,10,off,20,14,-15.282013,-0.014281,-0.015829,0.2857,-16.829224,no_go
60,120,1.5,35,75,1.2,0.8,10,off,27,11,-15.294722,-0.008924,-0.008924,0.2727,-23.128499,no_go
120,360,1.5,40,65,1.2,0.8,20,off,77,36,-15.327786,-0.023119,-0.029162,0.2778,-38.839689,no_go
180,240,2.0,35,65,1.0,0.8,10,off,37,24,-15.34897,-0.017345,-0.017345,0.2917,-27.521415,no_go
180,240,1.5,40,75,1.0,1.2,20,off,75,30,-15.351384,-0.020695,-0.02687,0.3333,-34.678709,no_go
60,120,1.5,35,65,1.0,1.2,10,off,36,26,-15.355039,-0.020363,-0.020363,0.2692,-27.505552,no_go
180,360,2.0,40,75,1.0,1.2,10,off,40,14,-15.368156,-0.011492,-0.011492,0.3571,-22.179629,no_go
120,240,2.5,35,65,1.2,1.2,10,off,6,11,-15.388851,-0.013793,-0.015044,0.3636,-13.953954,no_go
120,240,2.5,40,65,1.2,1.2,10,off,7,11,-15.388851,-0.013793,-0.015044,0.3636,-14.309242,no_go
60,120,2.0,40,75,1.0,1.2,20,off,16,8,-15.403828,-0.011437,-0.014325,0.125,-20.520604,no_go
60,120,1.5,40,70,1.0,0.8,20,off,53,29,-15.431286,-0.024534,-0.031177,0.2414,-34.446314,no_go
120,120,1.5,35,65,1.0,1.2,20,off,56,33,-15.448083,-0.025204,-0.028775,0.303,-30.444851,no_go
180,360,1.5,40,70,1.0,1.2,10,off,62,30,-15.46217,-0.020189,-0.024708,0.3667,-30.038888,no_go
120,240,1.5,30,65,1.2,0.8,10,off,19,14,-15.471471,-0.013459,-0.01363,0.2857,-16.073576,no_go
180,240,2.0,30,65,1.2,0.8,20,off,15,13,-15.501332,-0.013321,-0.013603,0.2308,-19.907917,no_go
180,240,2.5,40,70,1.2,1.2,10,off,15,13,-15.51416,-0.012577,-0.012577,0.3846,-14.523377,no_go
180,240,2.0,35,75,1.0,0.8,10,off,27,13,-15.540422,-0.008898,-0.008898,0.3077,-22.461753,no_go
180,240,2.0,35,75,1.2,0.8,10,off,27,13,-15.540422,-0.008898,-0.008898,0.3077,-22.461753,no_go
180,360,1.5,35,75,1.0,0.8,10,off,33,13,-15.540422,-0.008898,-0.008898,0.3077,-23.012674,no_go
180,360,1.5,35,75,1.2,0.8,10,off,33,13,-15.540422,-0.008898,-0.008898,0.3077,-23.012674,no_go
90,120,1.5,30,65,1.2,1.2,20,off,17,19,-15.568118,-0.018208,-0.018962,0.2632,-17.072924,no_go
90,360,1.5,40,70,1.0,0.8,10,off,70,22,-15.568459,-0.018208,-0.018208,0.3182,-36.263918,no_go
60,120,2.0,40,75,1.2,0.8,20,off,11,7,-15.583728,-0.011512,-0.014399,0.1429,-15.809591,no_go
60,240,1.5,30,65,1.2,1.2,10,off,18,14,-15.593077,-0.015035,-0.016546,0.2857,-15.74172,no_go
180,120,2.5,35,65,1.0,0.8,20,off,12,8,-15.611434,-0.010452,-0.013342,0.125,-12.568898,no_go
180,120,2.5,35,65,1.2,0.8,20,off,12,8,-15.611434,-0.010452,-0.013342,0.125,-12.568898,no_go
180,120,2.5,40,65,1.0,0.8,20,off,13,8,-15.611434,-0.010452,-0.013342,0.125,-13.783312,no_go
180,120,2.5,40,65,1.2,0.8,20,off,13,8,-15.611434,-0.010452,-0.013342,0.125,-13.783312,no_go
180,240,2.0,30,65,1.2,1.2,20,off,15,12,-15.624117,-0.015156,-0.015156,0.25,-19.152991,no_go
60,360,1.5,40,65,1.0,0.8,10,off,65,27,-15.683609,-0.020672,-0.022468,0.2963,-31.477376,no_go
180,360,2.0,35,65,1.2,1.2,10,off,31,17,-15.684839,-0.015122,-0.015122,0.2941,-22.455777,no_go
90,120,1.5,30,65,1.2,0.8,20,off,17,20,-15.695633,-0.017069,-0.018801,0.25,-16.150669,no_go
90,120,2.0,30,65,1.0,0.8,10,off,9,8,-15.704393,-0.010659,-0.010659,0.25,-13.828544,no_go
90,120,2.0,30,65,1.2,0.8,10,off,8,8,-15.704393,-0.010659,-0.010659,0.25,-13.240796,no_go
60,120,1.5,35,75,1.0,0.8,10,off,27,12,-15.711576,-0.009176,-0.009176,0.25,-23.128499,no_go
180,120,2.0,40,65,1.0,0.8,20,off,51,31,-15.721295,-0.023372,-0.026532,0.2581,-31.255977,no_go
90,240,1.5,35,75,1.0,0.8,10,off,36,12,-15.756465,-0.009608,-0.010089,0.3333,-27.441822,no_go
90,240,1.5,35,75,1.2,0.8,10,off,36,12,-15.756465,-0.009608,-0.010089,0.3333,-27.441822,no_go
60,120,2.0,40,65,1.0,1.2,10,off,21,15,-15.768293,-0.019357,-0.022869,0.2,-22.02328,no_go
60,240,2.0,35,65,1.2,0.8,10,off,14,14,-15.768557,-0.012048,-0.01359,0.3571,-19.362877,no_go
60,240,1.5,35,70,1.2,1.2,10,off,34,12,-15.790585,-0.012706,-0.012706,0.3333,-23.618623,no_go
180,240,2.0,40,65,1.2,0.8,20,off,55,30,-15.796491,-0.021551,-0.024716,0.3,-36.227388,no_go
180,360,2.0,40,75,1.2,0.8,10,off,40,15,-15.809125,-0.01111,-0.01111,0.3333,-23.744349,no_go
180,360,2.0,35,70,1.2,1.2,10,off,25,13,-15.820178,-0.012517,-0.012517,0.3077,-19.548022,no_go
90,360,2.5,30,65,1.2,0.8,10,off,3,7,-15.842493,-0.009913,-0.009913,0.2857,-10.005215,no_go
120,120,2.0,35,65,1.0,0.8,10,off,23,21,-15.851428,-0.018158,-0.018158,0.2381,-24.964841,no_go
180,240,2.5,40,70,1.2,0.8,10,off,15,13,-15.891044,-0.01115,-0.01115,0.3846,-15.485384,no_go
180,120,1.5,40,70,1.0,0.8,20,off,92,42,-15.90676,-0.024802,-0.032281,0.2857,-39.241169,no_go
60,120,2.0,40,75,1.0,0.8,20,off,16,8,-15.915394,-0.011763,-0.014649,0.125,-20.188613,no_go
60,240,2.0,35,65,1.2,1.2,10,off,14,14,-15.943778,-0.014311,-0.015561,0.3571,-18.960148,no_go
120,120,1.5,35,70,1.0,0.8,10,off,46,23,-15.961214,-0.017405,-0.018006,0.2609,-30.715827,no_go
60,120,1.5,40,75,1.2,0.8,20,off,45,21,-15.971325,-0.020979,-0.026717,0.2381,-31.412875,no_go
60,120,2.0,35,65,1.2,0.8,10,off,13,8,-15.996491,-0.011152,-0.011152,0.25,-16.12502,no_go
90,240,2.0,35,65,1.2,1.2,10,off,25,14,-16.003598,-0.014399,-0.015998,0.3571,-24.502013,no_go
90,120,1.5,30,70,1.2,1.2,10,off,13,8,-16.063646,-0.011113,-0.012667,0.25,-13.902479,no_go
120,120,1.5,30,70,1.2,1.2,10,off,13,8,-16.063646,-0.011113,-0.012667,0.25,-13.030439,no_go
120,120,2.0,35,75,1.2,1.2,10,off,18,10,-16.074592,-0.01003,-0.01003,0.2,-22.012469,no_go
120,360,1.5,35,75,1.0,0.8,10,off,36,13,-16.117786,-0.009325,-0.009325,0.3077,-24.821844,no_go
120,360,1.5,35,75,1.2,0.8,10,off,36,13,-16.117786,-0.009325,-0.009325,0.3077,-24.821844,no_go
180,240,2.0,40,75,1.2,1.2,10,off,45,20,-16.13166,-0.013509,-0.013509,0.35,-26.575823,no_go
90,120,2.0,40,75,1.2,0.8,10,off,21,9,-16.183735,-0.011566,-0.011904,0.2222,-23.153304,no_go
120,360,1.5,40,70,1.0,1.2,10,off,66,28,-16.255776,-0.020789,-0.023189,0.3214,-31.932832,no_go
120,120,1.5,40,70,1.0,1.2,20,off,89,39,-16.265467,-0.028548,-0.039009,0.3077,-39.076413,no_go
180,360,1.5,35,70,1.2,1.2,10,off,35,17,-16.299018,-0.014024,-0.014024,0.3529,-22.563078,no_go
60,120,1.5,40,75,1.2,1.2,20,off,45,21,-16.304528,-0.02235,-0.027889,0.2381,-31.342731,no_go
180,120,1.5,40,75,1.2,1.2,20,off,81,31,-16.307164,-0.022046,-0.027586,0.3226,-34.148213,no_go
180,360,2.0,35,70,1.2,0.8,10,off,26,13,-16.331699,-0.01109,-0.01109,0.3077,-21.440884,no_go
60,240,1.5,40,70,1.0,1.2,10,off,55,22,-16.343218,-0.020138,-0.020354,0.2727,-29.589226,no_go
60,360,1.5,40,75,1.2,1.2,10,off,49,13,-16.349506,-0.013151,-0.013151,0.3077,-26.65899,no_go
90,240,1.5,30,65,1.2,1.2,10,off,17,15,-16.373907,-0.016027,-0.017536,0.2667,-16.290344,no_go
180,240,1.5,35,75,1.0,0.8,10,off,39,14,-16.431554,-0.009457,-0.009457,0.2857,-25.277314,no_go
180,240,1.5,35,75,1.2,0.8,10,off,39,14,-16.431554,-0.009457,-0.009457,0.2857,-25.277314,no_go
60,240,1.5,35,70,1.2,0.8,10,off,35,12,-16.440399,-0.011578,-0.011578,0.3333,-24.776885,no_go
120,360,1.5,35,70,1.2,1.2,10,off,37,17,-16.457677,-0.014108,-0.014108,0.3529,-24.372307,no_go
120,120,2.0,35,75,1.0,1.2,10,off,18,11,-16.464557,-0.010281,-0.010281,0.1818,-22.012469,no_go
90,120,2.0,30,65,1.0,1.2,10,off,9,8,-16.486249,-0.013408,-0.013408,0.25,-14.138464,no_go
90,120,2.0,30,65,1.2,1.2,10,off,8,8,-16.486249,-0.013408,-0.013408,0.25,-13.601125,no_go
90,120,2.0,40,75,1.0,0.8,10,off,27,10,-16.525713,-0.011816,-0.012155,0.2,-26.902307,no_go
180,120,2.0,35,75,1.0,1.2,10,off,27,16,-16.529942,-0.012088,-0.012088,0.3125,-22.984775,no_go
180,120,2.0,35,75,1.2,1.2,10,off,27,16,-16.529942,-0.012088,-0.012088,0.3125,-22.984775,no_go
60,120,2.0,35,65,1.2,1.2,10,off,13,8,-16.537107,-0.01349,-0.01349,0.25,-16.474468,no_go
120,120,1.5,40,70,1.0,0.8,20,off,91,40,-16.55153,-0.027757,-0.03441,0.275,-41.673243,no_go
60,120,1.5,40,65,1.0,1.2,20,off,59,38,-16.552403,-0.030515,-0.034141,0.2632,-36.736432,no_go
120,240,1.5,40,75,1.0,0.8,20,off,75,30,-16.570129,-0.021585,-0.029057,0.2667,-40.942878,no_go
180,120,2.0,30,65,1.2,1.2,20,off,19,13,-16.582767,-0.016321,-0.016321,0.2308,-16.654883,no_go
90,120,2.0,40,75,1.2,1.2,10,off,21,9,-16.60255,-0.012249,-0.012587,0.2222,-22.984185,no_go
180,240,2.5,35,70,1.2,1.2,10,off,12,12,-16.603198,-0.013375,-0.013375,0.3333,-12.580952,no_go
60,120,1.5,40,75,1.0,1.2,20,off,50,24,-16.621041,-0.023227,-0.028761,0.25,-33.874324,no_go
120,240,1.5,35,75,1.0,1.2,10,off,39,15,-16.646725,-0.012091,-0.012091,0.3333,-26.401297,no_go
120,240,1.5,35,75,1.2,1.2,10,off,39,15,-16.646725,-0.012091,-0.012091,0.3333,-26.401297,no_go
180,120,1.5,40,75,1.0,1.2,20,off,86,34,-16.684704,-0.022869,-0.02849,0.3235,-35.903634,no_go
90,120,2.0,35,65,1.2,0.8,10,off,17,11,-16.718863,-0.012742,-0.012742,0.2727,-20.022092,no_go
180,360,1.5,30,65,1.2,0.8,10,off,20,15,-16.720207,-0.014584,-0.016302,0.2667,-16.649187,no_go
120,240,1.5,40,70,1.2,1.2,20,off,74,30,-16.722061,-0.024867,-0.030391,0.3,-38.311516,no_go
90,240,2.0,30,65,1.2,0.8,10,off,11,10,-16.734541,-0.011815,-0.011815,0.3,-13.940918,no_go
120,240,2.0,30,65,1.2,0.8,10,off,11,10,-16.734541,-0.011815,-0.011815,0.3,-12.190253,no_go
120,240,1.5,40,65,1.2,1.2,20,off,81,36,-16.738042,-0.028003,-0.030258,0.3056,-39.316072,no_go
60,240,1.5,30,65,1.2,0.8,10,off,18,15,-16.785225,-0.014772,-0.01658,0.2667,-14.984568,no_go
180,240,1.5,40,75,1.2,0.8,20,off,76,29,-16.814965,-0.020725,-0.026465,0.2759,-39.43687,no_go
180,360,2.5,40,65,1.2,0.8,10,off,28,14,-16.847385,-0.01304,-0.013378,0.3571,-19.967615,no_go
90,240,1.5,40,70,1.0,1.2,10,off,72,25,-16.912245,-0.021548,-0.023746,0.36,-37.340262,no_go
180,360,2.0,35,65,1.2,0.8,10,off,32,18,-16.922537,-0.014864,-0.014864,0.2778,-24.31571,no_go
120,240,2.0,35,65,1.2,1.2,10,off,25,16,-16.923187,-0.01548,-0.015998,0.375,-19.140683,no_go
90,120,2.0,40,75,1.0,1.2,10,off,27,10,-16.933797,-0.012499,-0.012838,0.2,-26.763111,no_go
180,120,2.0,40,70,1.0,0.8,10,off,46,23,-16.941869,-0.018742,-0.018742,0.2609,-30.617394,no_go
120,360,1.5,35,65,1.2,1.2,10,off,46,23,-16.958642,-0.018648,-0.020153,0.3478,-26.567131,no_go
90,360,1.5,35,70,1.2,0.8,10,off,39,14,-16.977038,-0.011813,-0.011813,0.3571,-27.190005,no_go
90,120,2.0,35,65,1.0,0.8,10,off,18,12,-17.039751,-0.012992,-0.012992,0.25,-20.480969,no_go
90,120,1.5,30,70,1.2,0.8,10,off,13,8,-17.064371,-0.010195,-0.01175,0.25,-13.290653,no_go
120,120,1.5,30,70,1.2,0.8,10,off,13,8,-17.064371,-0.010195,-0.01175,0.25,-12.864698,no_go
180,240,1.5,40,65,1.0,0.8,20,off,95,46,-17.067505,-0.029432,-0.033402,0.2826,-43.046696,no_go
180,240,2.0,40,75,1.0,1.2,10,off,45,21,-17.129019,-0.014147,-0.014147,0.381,-26.575823,no_go
60,360,1.5,40,75,1.2,0.8,10,off,51,13,-17.149356,-0.012609,-0.012609,0.3077,-28.540957,no_go
180,240,2.5,35,70,1.2,0.8,10,off,12,12,-17.171257,-0.01195,-0.01195,0.3333,-12.951349,no_go
60,240,2.0,40,70,1.2,1.2,10,off,17,13,-17.232628,-0.014856,-0.014856,0.3077,-18.202151,no_go
90,360,1.5,40,65,1.0,0.8,10,off,78,29,-17.25029,-0.023078,-0.024871,0.3103,-36.96846,no_go
180,360,1.5,40,65,1.0,1.2,10,off,73,37,-17.26221,-0.025186,-0.027745,0.3514,-32.488789,no_go
90,360,1.5,40,75,1.2,1.2,10,off,65,17,-17.325882,-0.015309,-0.015309,0.3529,-32.803458,no_go
120,120,2.0,35,75,1.2,0.8,10,off,18,10,-17.336179,-0.010524,-0.010524,0.2,-22.431576,no_go
90,240,1.5,30,65,1.2,0.8,10,off,17,16,-17.395068,-0.015451,-0.017257,0.25,-16.014893,no_go
120,360,1.5,40,65,1.0,1.2,10,off,77,34,-17.44506,-0.025298,-0.026793,0.3235,-34.26876,no_go
120,120,1.5,40,75,1.0,1.2,20,off,85,33,-17.46469,-0.026046,-0.031563,0.303,-38.548788,no_go
60,360,2.0,40,75,1.0,0.8,10,off,22,11,-17.473369,-0.011991,-0.011991,0.2727,-20.082004,no_go
